Date,Pitcher,O/U K,Mean Release MPH,Mean Release X,Mean Release Y,Mean Release Z,K/9,K/BB,WHIP,ERA,GB/FB,Opp. Team,Opp. Win %,Opp BA,Opp OBP,Opp OPS+,Opp K,Opp BB,Over/Under?,Actual
2023-04-30,Ken Waldichuk,4.5,88.19310987,2.873761639,53.61175047,5.425642458,6.4,1.64,1.737,7.82,0.39,CIN,0.444,0.2446448703,0.3261083744,82.16945813,247,100,1,
2023-04-30,Alex Cobb,3.5,91.1421286,-2.021219512,54.5197561,5.773592018,8.3,6.5,1.271,1.91,0.62,SD,0.5,0.2244224422,0.3103448276,98.49904215,247,112,1,
2023-04-30,Austin Gomber,3.5,85.13537037,1.247444444,53.81718519,6.640777778,6.3,1.25,1.922,9.28,0.34,ARI,0.571,0.2666666667,0.3156370656,103.0608108,211,64,1,
2023-04-30,Marco Gonzales,3.5,83.2408,2.244533333,54.06485333,5.480506667,7.1,2.43,1.246,3.32,0.43,TOR,0.667,0.2551799346,0.3310679612,108.4038835,215,94,0,
2023-04-30,Ryne Nelson,3.5,88.15095729,-1.002827688,53.85472754,5.974094256,5.7,2.13,1.37,5.33,0.41,COL,0.286,0.2428419936,0.3019230769,73.98173077,256,75,0,
2023-04-30,Colin Rea,3.5,88.46425532,-2.245787234,53.91331915,5.638893617,5.2,1.29,1.213,5.17,0.52,LAA,0.5,0.254756871,0.3327137546,107.9302974,235,97,1,
2023-04-30,Spencer Turnbull,3.5,89.46091549,-1.465193662,54.14394366,5.566426056,6,1.25,1.657,7.25,0.47,BAL,0.667,0.2558659218,0.3333333333,110.9307992,216,106,0,
2023-04-30,Jake Woodford,3.5,87.27942073,-2.124832317,53.98262195,5.353978659,5.8,2.29,1.581,5.47,0.55,LAD,0.536,0.2234392114,0.3162878788,101.3816288,270,122,0,
2023-04-30,Bryan Hoeing,2.5,89.37025316,-2.132088608,53.91405063,5.949303797,4.9,1,2.182,9.82,0.13,CHC,0.538,0.2763596004,0.3471810089,117.1770524,218,93,1,
2023-05-01,Spencer Strider,8.5,92.38717472,-1.984962825,53.47457249,5.883159851,14.7,4.45,0.833,1.8,0.39,NYM,0.556,0.2404063205,0.3310546875,98.91601563,207,109,0,
2023-05-01,MacKenzie Gore,6.5,90.85438066,1.586329305,53.42220544,6.009320242,11.7,2.19,1.296,3,0.53,CHC,0.519,0.2759358289,0.3460438513,116.8064824,224,95,0,
2023-05-01,Blake Snell,6.5,90.86340956,2.029376299,53.69451143,6.702640333,10.2,1.44,1.87,5.48,0.34,CIN,0.429,0.2475675676,0.3276515152,83.25189394,260,102,1,
2023-05-01,Tony Gonsolin,4.5,86.61384615,-1.11,54.30769231,6.053230769,2.7,0.33,1.5,0,0.5,PHI,0.517,0.271641791,0.3269406393,110.9086758,265,76,0,
2023-05-01,Corey Kluber,4.5,84.20364372,-1.836356275,54.07257085,5.072894737,7.5,2.5,1.333,6.75,0.32,TOR,0.643,0.2580645161,0.3330241187,107.5333952,223,98,1,
2023-05-01,Drew Smyly,4.5,84.82617587,1.969059305,54.8292638,6.43801636,8.7,4.5,0.929,3.21,0.36,WSN,,,,,,,0,
2023-05-01,Taijuan Walker,4.5,88.34347107,-1.993041322,54.60328926,6.543487603,8.2,1.64,1.382,4.97,0.59,LAD,0.552,0.2237539767,0.3193430657,101.6058394,275,130,1,
2023-05-01,Luke Weaver,4.5,88.5140625,-1.507916667,54.6578125,5.862239583,12.3,4,1.371,7.71,0.37,SD,0.517,0.2271762208,0.3113994439,100.0407785,260,113,0,
2023-05-01,Cal Quantrill,3.5,90.3540404,-1.238922559,54.03250842,6.313299663,5.4,1.88,1.64,5.4,0.43,NYY,0.517,0.2264957265,0.2988505747,,,,0,
2023-05-01,Ross Stripling,3.5,86.56284987,-1.02129771,54.37458015,6.951806616,8,2.8,1.596,6.89,0.38,HOU,0.536,0.2452631579,0.3183520599,94.34925094,232,92,1,
2023-05-02,Zac Gallen,7.5,88.34576923,-2.895679487,54.03460256,5.900128205,12.2,10.2,0.77,2.15,0.42,TEX,0.607,0.2590233546,0.3379888268,118.1713222,244,102,0,
2023-05-02,Sandy Alcantara,6.5,94.47437722,-2.000765125,54.3933274,6.144021352,7.7,2.89,1.154,5.04,0.44,ATL,0.655,0.2528263104,0.3333333333,,,,1,
2023-05-02,Hunter Brown,6.5,90.8615087,-1.307369439,53.90912959,6.217485493,9.5,3.2,1.055,2.37,0.53,SF,0.393,0.2417355372,0.3188940092,104.9133641,298,93,0,
2023-05-02,Gerrit Cole,6.5,92.89058824,-1.746588235,54.22291979,5.846074866,9.7,4,0.836,1.11,0.45,CLE,0.483,0.228804903,0.3065825068,,,,1,
2023-05-02,Michael Kopech,6.5,91.7322314,-2.437871901,53.77433884,5.790227273,9.5,1.69,1.714,7.01,0.36,MIN,0.586,0.2365145228,0.3095458758,102.3067655,275,89,1,
2023-05-02,Joe Ryan,6.5,88.37268128,-2.581365936,54.07789207,4.952917369,10.1,9,0.813,2.81,0.38,CHA,0.276,0.2354709419,0.2957875458,85.13186813,250,73,1,
2023-05-02,Yusei Kikuchi,5.5,90.5851145,2.230457433,53.67440915,5.564815756,9.3,4.67,1.111,3,0.42,BOS,0.533,0.261208577,0.3341968912,110.4525043,234,105,0,
2023-05-02,Steven Matz,5.5,88.20311231,1.724668471,53.96968877,5.629594046,9.3,2.08,1.731,6.23,0.49,LAA,0.517,0.2517911975,0.3297297297,105.5234234,245,100,0,
2023-05-02,Mason Miller,5.5,95.72095808,-2.348622754,53.75898204,6.133592814,11.9,5.5,1.32,6.48,0.23,SEA,0.429,0.2187833511,0.2952380952,90.49142857,279,89,1,
2023-05-02,Freddy Peralta,5.5,88.76089286,-2.799928571,53.58764286,4.980678571,9.7,3.44,1.186,3.77,0.34,COL,0.31,0.249745158,0.3077634011,77.17652495,260,78,1,
2023-05-02,Patrick Sandoval,5.5,87.18898488,1.212742981,54.38097192,6.159395248,7,1.67,1.286,3.16,0.52,STL,0.345,0.2618328298,0.3324348607,106.8355795,234,102,0,
2023-05-02,Matt Strahm,5.5,90.00266075,2.232350333,54.2467184,5.446563193,12.3,4.57,0.814,2.31,0.39,LAD,0.567,0.2303771662,0.326619965,106.4518389,288,138,0,
2023-05-02,Graham Ashcraft,4.5,93.19087049,-1.76104034,54.75721868,6.309341826,7.2,1.6,1.167,2.1,0.57,SD,0.533,0.2346938776,0.317573595,103.2221231,269,117,0,
2023-05-02,Tanner Bibee,4.5,86.96043956,-1.689340659,54.05714286,6.394615385,12.7,,,,,,,,,,,,1,
2023-05-02,Anthony DeSclafani,4.5,89.53914027,-2.063099548,53.9628733,5.48178733,8.1,9,0.933,2.7,0.53,HOU,0.552,0.2469512195,0.3200723327,94.60940325,239,95,0,
2023-05-02,Bryce Elder,4.5,86.39677419,-0.9175,54.56785484,6.541822581,8.1,2.89,1.207,2.17,0.55,MIA,0.552,0.249475891,0.3079122974,89.4699714,258,75,1,
2023-05-02,Ryan Feltner,4.5,89.52980333,-1.811860817,54.04605144,5.347927383,9.7,1.93,1.48,4.68,0.45,MIL,0.643,0.2405200433,0.3196172249,95.40191388,265,105,0,
2023-05-02,Jon Gray,4.5,88.82426036,-1.808739669,53.99533058,5.612809917,6,1.31,1.342,3.91,0.46,ARI,0.552,0.2648261759,0.3150046598,101.862069,218,68,0,
2023-05-02,Tanner Houck,4.5,89.57115385,-2.864038462,54.08653846,5.186057692,8.3,2.4,1.346,4.5,0.53,TOR,0.621,0.2575150301,0.3336306869,107.7778769,233,104,1,
2023-05-02,Michael Wacha,4.5,86.16768642,-1.551988528,53.83621415,6.682600382,8.2,3.29,1.579,6.75,0.31,CIN,0.414,0.246875,0.3244729606,81.48945921,271,102,0,
2023-05-02,Tyler Wells,4.5,87.36188341,-1.226382661,54.19884903,6.949237668,7.1,7.67,0.724,2.79,0.33,KC,0.241,0.2200413223,0.2778827977,74.35349716,267,70,0,
2023-05-02,Hayden Wesneski,3.5,88.48759894,-2.32171504,53.78155673,5.56878628,6,1.88,1.522,5.24,0.34,WSN,,,,,,,0,
2023-05-02,Trevor Williams,3.5,86.39510358,-2.343220339,53.80361582,5.078851224,5.8,2.83,1.291,4.1,0.42,CHC,0.536,0.2760041195,0.3455882353,116.0477941,232,98,1,
2023-05-02,Ryan Yarbrough,2.5,80.79433962,3.018773585,54.17012579,5.356572327,3.7,1.75,1.353,6.35,0.39,BAL,0.679,0.256189451,0.3327067669,111.1795113,222,109,1,
2023-05-03,Dylan Cease,7.5,87.96879195,-1.384060403,54.35293624,6.22102349,11,2.47,1.385,4.15,0.42,MIN,0.586,0.2365145228,0.3095458758,102.3067655,275,89,0,
2023-05-03,Shane McClanahan,7.5,90.53088924,0.8304212168,53.56291732,6.127098284,11.1,3,1.088,2.12,0.49,PIT,0.69,0.2636457261,0.3407871199,115.7504472,229,113,1,
2023-05-03,Shohei Ohtani,7.5,88.02969349,-2.248237548,53.68911877,5.703045977,12.2,2.71,0.824,1.85,0.42,STL,0.345,0.2618328298,0.3324348607,106.8355795,234,102,1,
2023-05-03,Framber Valdez,6.5,89.19110787,0.6759620991,54.60260933,6.184927114,8.5,4.63,1.154,2.54,0.64,SF,0.393,0.2417355372,0.3188940092,104.9133641,298,93,1,
2023-05-03,Shane Bieber,5.5,86.92263566,-1.491069767,53.7507907,5.628465116,6.2,2.36,1.142,3.11,0.48,NYY,0.5,0.2254395036,0.2964684015,,,,0,
2023-05-03,Logan Gilbert,5.5,89.76824324,-1.240764045,52.96413483,6.200359551,11.1,6.8,1.121,4.23,0.5,OAK,0.207,0.2291021672,0.3088101726,98.11444142,271,97,1,
2023-05-03,Andrew Heaney,5.5,88.43825911,2.804412955,53.98746964,4.947469636,9.5,2.6,1.216,4.38,0.32,ARI,0.552,0.2648261759,0.3150046598,101.862069,218,68,0,
2023-05-03,Mitch Keller,5.5,90.17793939,-2.087563636,54.01984242,5.977054545,10.1,3.33,1.206,3.53,0.41,TB,0.793,0.2814371257,0.3514234875,150.0524911,248,94,1,
2023-05-03,Nick Pivetta,5.5,88.81957831,-1.197771084,53.73483434,6.585722892,10.2,2.55,1.378,5.11,0.31,TOR,0.621,0.2575150301,0.3336306869,107.7778769,233,104,1,
2023-05-03,Logan Webb,5.5,88.80598425,-1.293984252,53.68462992,5.082944882,10.4,8.6,1.152,4.1,0.6,HOU,0.552,0.2469512195,0.3200723327,94.60940325,239,95,0,
2023-05-03,Kyle Wright,4.5,88.47356948,-1.847983651,53.80621253,5.505095368,9.2,1.89,1.56,4.86,0.65,MIA,0.552,0.249475891,0.3079122974,89.4699714,258,75,0,
2023-05-03,Kyle Freeland,4.5,85.84731544,1.467939698,53.86499162,5.726867672,5.7,2.63,1.17,4.32,0.39,MIL,0.643,0.2405200433,0.3196172249,95.40191388,265,105,1,
2023-05-03,Braxton Garrett,4.5,85.68625678,2.778444846,54.12632911,6.035081374,7.8,6.33,1.273,2.45,0.51,ATL,0.655,0.2528263104,0.3333333333,,,,0,
2023-05-03,Kyle Gibson,4.5,86.64122966,-2.266094033,53.63994575,6.257269439,7.1,2.45,1.311,3.93,0.5,KC,0.241,0.2200413223,0.2778827977,74.35349716,267,70,0,
2023-05-03,Eric Lauer,4.5,86.0160793,1.683370044,54.2722467,6.05839207,8,2.3,1.5,5.19,0.3,COL,0.31,0.249745158,0.3077634011,77.17652495,260,78,1,
2023-05-03,Seth Lugo,4.5,86.48965517,-0.9765111562,54.6284787,5.750933063,8.5,4.33,1.301,3.58,0.54,CIN,0.414,0.246875,0.3244729606,81.48945921,271,102,1,
2023-05-03,Alek Manoah,4.5,88.19524913,-2.905828505,53.71402086,5.815689455,8,1.4,1.628,4.88,0.41,BOS,0.533,0.261208577,0.3341968912,110.4525043,234,105,0,
2023-05-03,Miles Mikolas,4.5,87.63402889,-1.987126806,54.10932584,6.566629213,8.2,3.22,1.705,5.97,0.34,LAA,0.517,0.2517911975,0.3297297297,105.5234234,245,100,1,
2023-05-03,Clarke Schmidt,4.5,89.41278409,-1.491789773,54.32465909,5.649914773,11.5,4.57,1.68,6.84,0.4,CLE,0.483,0.228804903,0.3065825068,,,,0,
2023-05-03,JP Sears,4.5,86.78377863,1.386278626,54.05408397,4.845782443,9.3,4.5,1.231,6.23,0.26,SEA,0.429,0.2187833511,0.2952380952,90.49142857,279,89,1,
2023-05-03,Marcus Stroman,4.5,88.9141844,-0.9398049645,54.75398936,5.265638298,8.4,2.54,1.047,2.29,0.61,WSN,,,,,,,1,
2023-05-03,Louie Varland,4.5,90.81325301,-1.970843373,53.67192771,5.460120482,12,8,1.167,4.5,0.5,CHA,0.276,0.2354709419,0.2957875458,85.13186813,250,73,1,
2023-05-03,Zack Greinke,3.5,83.59801085,-1.486075949,54.52555154,6.234629295,6.4,3.67,1.452,6.1,0.41,BAL,0.679,0.256189451,0.3327067669,111.1795113,222,109,0,
2023-05-03,Luis Cessa,2.5,86.37093333,-0.8099733333,54.81976,6.151813333,3.7,1,2.215,9.55,0.37,SD,0.533,0.2346938776,0.317573595,103.2221231,269,117,0,
2023-05-04,Kevin Gausman,6.5,89.48105134,-2.518376068,53.96692308,5.91992674,12.6,9,1.009,2.33,0.45,BOS,0.548,0.2655367232,0.3369565217,114.9055184,238,106,0,
2023-05-04,Lucas Giolito,6.5,87.08301887,-1.381578045,53.63814751,6.276963979,8.8,5.67,1.183,4.15,0.35,MIN,0.567,0.232160804,0.3064516129,99.96146953,286,94,1,
2023-05-04,Justin Verlander,6.5,89.01164659,-1.600080321,54.50626506,7.071485944,,,,,,,,,,,,,0,
2023-05-04,Jack Flaherty,5.5,86.60100629,-2.588,53.78857862,5.420867925,9.3,1.57,1.438,3.94,0.47,LAA,0.533,0.2509881423,0.3283972125,104.3597561,253,103,0,
2023-05-04,George Kirby,5.5,90.46606742,-1.607235955,54.02067416,5.784292135,7,12,0.946,2.93,0.41,OAK,0.2,0.2254509018,0.3045013239,94.92056487,287,99,0,
2023-05-04,Grayson Rodriguez,5.5,88.917603,-2.256142322,53.35855805,5.886910112,12.6,3.09,1.397,4.07,0.43,KC,0.233,0.2195608782,0.2782846715,76.6669708,277,73,0,
2023-05-04,Vince Velasquez,4.5,88.41118211,-1.943690096,53.80672524,5.596773163,8.9,2.67,1.175,3.06,0.32,TB,0.8,0.2798833819,0.3523316062,149.6994819,253,101,0,
2023-05-04,Brayan Bello,4.5,90.9608365,-2.056045627,54.16809886,5.268973384,10.2,2.8,1.865,6.57,0.59,TOR,0.6,0.2567829457,0.3324697755,108.0198618,239,107,1,
2023-05-04,Griffin Canning,4.5,89.41712062,-1.145136187,54.46163424,5.939533074,8.8,3,1.174,4.11,0.39,STL,0.333,0.2580645161,0.3289703316,104.8420593,243,105,0,
2023-05-04,Patrick Corbin,4.5,86.19319853,2.307261029,53.61222426,6.343253676,6,2.33,1.66,5.74,0.47,CHC,0.517,0.2743538767,0.3442768412,115.5181899,240,102,1,
2023-05-04,Zach Eflin,4.5,86.90610465,-2.25994186,53.81572674,5.786453488,9,7,1.143,3,0.54,PIT,0.667,0.2607392607,0.3396715644,114.622299,237,119,1,
2023-05-04,Eduardo Rodriguez,4.5,89.55742188,1.724388021,54.18867188,5.884726563,7.4,4.29,0.873,2.21,0.44,NYM,0.552,0.2421383648,0.3327289211,101.9066183,227,116,1,
2023-05-04,Drew Rucinski,4.5,87.03103448,-2.71337931,53.86524138,5.613862069,1.6,1,2.118,4.76,0.46,SEA,0.448,0.215320911,0.2933579336,88.48247232,288,94,0,
2023-05-04,Jameson Taillon,4.5,88.6012987,-1.354805195,53.8861039,6.011038961,10.3,4,1.357,4.5,0.33,WSN,,,,,,,0,
2023-05-04,Dylan Dodd,3.5,88.10099502,2.312338308,53.92507463,6.137014925,5.8,6,1.821,7.71,0.37,MIA,0.533,0.2459349593,0.3043478261,87.38852914,267,77,0,
2023-05-04,Jordan Lyles,3.5,85.3341637,-1.435498221,53.74975089,6.007508897,6.9,2.25,1.359,6.11,0.27,BAL,0.69,0.2608247423,0.3387241689,114.8095238,236,117,0,
2023-05-04,Wade Miley,3.5,85.03909953,1.867322275,54.24149289,6.210521327,5.9,4.75,1,1.86,0.42,COL,0.333,0.2512363996,0.3100358423,80.24462366,272,81,0,
2023-05-05,Corbin Burnes,6.5,90.4869403,-0.7746641791,53.94625,5.927313433,7.2,2.45,1.129,4.01,0.51,SF,0.433,0.2414800389,0.3212435233,104.1312608,317,104,0,
2023-05-05,Yu Darvish,6.5,87.33623482,-2.205506073,54.06884615,5.491133603,10.2,2.83,1.2,3.6,0.41,LAD,0.594,0.2414772727,0.3346905537,112.6123779,305,146,0,
2023-05-05,Hunter Greene,6.5,94.45977383,-2.543537964,54.08248788,5.976025848,12.9,3.64,1.429,2.89,0.33,CHA,0.313,0.2346014493,0.2982744454,84.47247329,280,89,1,
2023-05-05,Cristian Javier,6.5,86.04711111,-1.979659259,54.53588148,5.716059259,9.4,5,1.129,3.48,0.31,SEA,0.484,0.2177263969,0.2985457656,89.81950385,304,107,1,
2023-05-05,Lance Lynn,6.5,89.25267176,-3.160412214,53.97372519,5.582870229,11.6,2.8,1.592,7.16,0.36,CIN,0.419,0.2439261419,0.320754717,78.69639794,282,107,1,
2023-05-05,Chris Sale,6.5,88.14197761,3.182929104,54.09983209,5.353078358,10.7,3.5,1.466,6.75,0.42,PHI,0.469,0.2660633484,0.3222866611,106.4241922,292,85,1,
2023-05-05,Zack Wheeler,6.5,91.75272021,-1.96742228,53.40073834,5.541165803,11.3,3.73,1.225,3.86,0.4,BOS,0.576,0.2740805604,0.343725643,117.066251,251,112,0,
2023-05-05,Edward Cabrera,5.5,91.27009472,-1.944533153,53.99648173,6.246535859,12,1.44,1.741,4.67,0.58,CHC,0.484,0.2699156514,0.3403010033,110.9531773,257,108,1,
2023-05-05,Max Fried,5.5,86.99685864,1.271649215,54.0591623,6.012513089,8.1,4.5,0.9,0.45,0.67,BAL,0.677,0.2591522158,0.3389261745,113.2986577,248,127,1,
2023-05-05,Clayton Kershaw,5.5,86.38060897,1.444198718,54.11211538,6.204150641,9.7,8.2,0.763,1.89,0.47,SD,0.531,0.2347328244,0.3183333333,102.5458333,282,127,1,
2023-05-05,Sean Manaea,5.5,89.65504087,3.213051771,53.59874659,5.680190736,10.3,1.91,1.636,7.85,0.33,MIL,0.581,0.2424242424,0.3183000867,95.46747615,283,111,1,
2023-05-05,Jordan Montgomery,5.5,88.34369973,1.830214477,53.92058981,6.638190349,8.2,4,1.229,3.34,0.48,DET,0.433,0.2251720747,0.2902938557,81.51558326,290,88,1,
2023-05-05,Kodai Senga,5.5,90.01609403,-1.81159132,54.01607595,5.882097649,11.1,1.78,1.577,4.15,0.52,COL,0.375,0.2555762082,0.3154362416,83.37583893,284,89,0,
2023-05-05,Chris Bassitt,4.5,84.84020737,-1.429366359,54.16397465,5.707523041,7.6,1.75,1.242,5.18,0.4,PIT,0.625,0.2551594747,0.3327895595,109.5897227,261,122,1,
2023-05-05,Peyton Battenfield,4.5,87.6620339,-1.967016949,54.19498305,6.770644068,7.3,1.27,1.558,4.67,0.43,MIN,0.563,0.2280373832,0.3062240664,97.50705394,313,108,1,
2023-05-05,Josiah Gray,4.5,88.41356852,-1.82449118,54.77898236,5.244355495,8.3,2.38,1.277,2.67,0.43,ARI,0.548,0.2650142993,0.3180639585,104.8755402,230,79,1,
2023-05-05,Rich Hill,4.5,78.39607843,1.674444444,54.34545098,5.64345098,7.5,3,1.392,4.18,0.34,TOR,0.563,0.2545454545,0.3287337662,105.5487013,256,112,1,
2023-05-05,Brad Keller,4.5,89.36802508,-1.893661972,54.38992175,6.115399061,7.1,1,1.582,3.56,0.6,OAK,0.188,0.2246240602,0.3006644518,91.67026578,302,102,0,
2023-05-05,Merrill Kelly,4.5,88.92027257,-1.674582624,54.27761499,5.532759796,8.4,1.67,1.299,3.06,0.46,WSN,,,,,,,1,
2023-05-05,Dean Kremer,4.5,89.56789555,-2.569278034,54.22606759,5.815990783,7.6,2.78,1.584,6.67,0.36,ATL,0.688,0.2626728111,0.3436482085,,,,0,
2023-05-05,Bailey Ober,4.5,87.24624625,-1.644234234,53.35906907,5.936006006,7.9,2,1.059,1.59,0.24,CLE,0.452,0.2278360343,0.3063973064,,,,1,
2023-05-05,Jhony Brito,3.5,90.4012987,-1.361866883,54.26329545,6.157922078,6.8,1.55,1.412,5.56,0.49,TB,0.813,0.2777268561,0.3499184339,147.5570962,274,107,0,
2023-05-05,Kyle Muller,3.5,88.79916805,1.411397671,54.08723794,6.158485857,6.3,1.33,1.919,6.28,0.48,KC,0.25,0.2311977716,0.2886247878,83.98217317,288,79,0,
2023-05-08,Nestor Cortes,6.5,86.99251337,1.253756684,54.63268717,5.736697861,9.5,3.89,1.182,4.91,0.19,OAK,0.229,0.2299145299,0.3069381599,95.93589744,325,114,0,
2023-05-08,Zac Gallen,6.5,88.43913043,-2.880354691,54.03099542,5.897871854,12,11.4,0.844,2.53,0.43,MIA,0.486,0.2461406518,0.3007047768,84.81989037,304,86,1,
2023-05-08,Logan Gilbert,6.5,89.63283302,-1.28406367,52.97361423,6.203689139,10.7,5.71,1.069,4.01,0.49,TEX,0.606,0.2688927944,0.3449074074,121.007716,294,123,1,
2023-05-08,Shane McClanahan,6.5,90.49686649,0.8536512262,53.5572752,6.116498638,11.5,3.19,1.1,2.03,0.49,BAL,0.647,0.2552083333,0.3338391502,109.6866464,285,136,1,
2023-05-08,Freddy Peralta,6.5,88.7353211,-2.801070336,53.56885321,4.997691131,10.6,3.42,1.269,3.63,0.33,LAD,0.6,0.2324371206,0.3271097834,106.7692308,333,158,0,
2023-05-08,Tanner Bibee,5.5,88.08961749,-1.685191257,53.97672131,6.452349727,10.6,,,,,,,,,,,,0,
2023-05-08,Hunter Brown,5.5,90.60309951,-1.300277325,53.9278956,6.221745514,9.3,2.4,1.183,2.6,0.51,LAA,0.543,0.260251046,0.333826795,105.019245,283,118,0,
2023-05-08,Dylan Cease,5.5,88.24092219,-1.364063401,54.35103746,6.220259366,11,2.26,1.443,4.58,0.4,KC,0.257,0.2338435374,0.2966948501,87.42352037,306,96,1,
2023-05-08,Jon Gray,5.5,89.01407035,-1.822998325,53.97956449,5.598676717,5.6,1.36,1.402,4.4,0.43,SEA,0.5,0.2258347979,0.306010929,92.69711163,329,117,1,
2023-05-08,Mitch Keller,5.5,90.23167568,-2.075708108,54.0328,5.964205405,10.6,3.69,1.205,3.32,0.44,COL,0.4,0.2569974555,0.320668693,85.90729483,308,106,1,
2023-05-08,Miles Mikolas,4.5,87.69903581,-1.974944904,54.08269972,6.556446281,8.2,3.78,1.661,5.79,0.35,CHC,0.5,0.2679628064,0.336858006,108.086858,297,116,1,
2023-05-08,Marcus Stroman,4.5,88.88033537,-0.9403810976,54.74060976,5.29132622,8.3,2.38,1.089,2.18,0.6,STL,0.314,0.258891646,0.3271513353,,,,1,
2023-05-08,Anthony DeSclafani,4.5,89.74355717,-2.015335753,53.98816697,5.515825771,7.1,10,0.816,2.13,0.49,WSN,,,,,,,0,
2023-05-08,Braxton Garrett,4.5,85.74435737,2.821285266,54.10090909,6.019388715,7.5,4.4,1.671,5.81,0.45,ARI,0.559,0.2693310165,0.3263075722,111.3801717,254,97,1,
2023-05-08,Kyle Gibson,4.5,86.80015949,-2.250717703,53.63593301,6.253907496,5.9,2.45,1.342,4.61,0.45,TB,0.8,0.2762384551,0.3475336323,145.0732436,300,114,0,
2023-05-08,Tony Gonsolin,4.5,86.07103448,-0.9823448276,54.36882759,6.059862069,4.5,0.8,1.5,3.38,0.42,MIL,0.559,0.243315508,0.3201892744,95.46608833,308,124,1,
2023-05-08,Patrick Sandoval,4.5,86.9855615,1.186060606,54.37379679,6.166042781,7,1.6,1.272,2.93,0.54,HOU,0.5,0.2392638037,0.3090196078,87.38039216,278,105,0,
2023-05-08,JP Sears,4.5,86.85217391,1.380289855,54.06864734,4.847133655,9.6,4.25,1.188,5.06,0.29,NYY,0.514,0.2296231376,0.3,,,,0,
2023-05-08,Joey Wentz,3.5,88.07527933,1.470321229,54.04815642,6.214078212,7,2.2,1.412,6.67,0.36,CLE,0.471,0.223880597,0.3000779423,,,,1,
2023-05-08,Kyle Freeland,3.5,85.89635258,1.466145675,53.84902883,5.720622155,6.1,3.25,1.096,3.76,0.41,PIT,0.571,0.2489233419,0.3263157895,104.6676692,286,131,1,
2023-05-08,Zack Greinke,3.5,83.81541039,-1.470586265,54.53948074,6.237671692,6.3,4.17,1.333,5.25,0.41,CHA,0.343,0.2405271829,0.3039581777,89.65496639,303,97,0,
2023-05-08,Jake Irvin,3.5,89.13766234,-2.047142857,53.52766234,5.851558442,6.2,0.75,1.385,2.08,0.36,SF,0.455,0.2417777778,0.3196202532,104.1455696,344,112,1,
2023-05-09,Shohei Ohtani,7.5,88.31001616,-2.258061389,53.68119548,5.704830372,13.6,3.28,0.872,2.54,0.42,HOU,0.486,0.2382978723,0.3063407181,86.97173415,282,105,0,
2023-05-09,Shane Bieber,6.5,86.83292683,-1.485203252,53.75386179,5.635230352,5.9,2.5,1.073,2.96,0.45,DET,0.471,0.2330762639,0.2973602484,86.49689441,322,101,1,
2023-05-09,Andrew Heaney,6.5,88.43890785,2.809163823,54.00894198,4.945904437,9.5,2.21,1.296,5.52,0.36,SEA,0.486,0.2234589041,0.303652968,90.73439878,342,117,1,
2023-05-09,Clarke Schmidt,6.5,89.40625798,-1.477190294,54.31844189,5.660178799,11,4,1.705,5.83,0.42,OAK,0.222,0.2313432836,0.3087051939,95.94806145,333,119,1,
2023-05-09,Jack Flaherty,5.5,86.72888377,-2.596087457,53.80034522,5.42023015,9.4,1.64,1.631,6.29,0.48,CHC,0.486,0.2652388797,0.3357825129,106.7421014,307,122,0,
2023-05-09,Lucas Giolito,5.5,87.12222222,-1.371096491,53.6471345,6.293026316,8.9,4.56,1.104,3.67,0.33,KC,0.278,0.2382522671,0.3013392857,90.35863095,315,100,1,
2023-05-09,George Kirby,5.5,90.4961326,-1.62572744,54.00889503,5.785837937,6.2,8.67,0.982,3.11,0.42,TEX,0.618,0.2654109589,0.3403614458,117.5587349,307,124,1,
2023-05-09,Eric Lauer,5.5,86.29925651,1.687750929,54.24444238,6.052416357,8.5,2.07,1.533,4.4,0.27,LAD,0.583,0.2310286678,0.3250909091,106.2029091,340,161,0,
2023-05-09,Alek Manoah,5.5,88.29213251,-2.891190476,53.7105383,5.812080745,7.7,1.48,1.651,4.71,0.41,PHI,0.457,0.2657284768,0.3216995448,107.0280728,315,91,0,
2023-05-09,Aaron Nola,5.5,86.30571109,-2.026382979,53.81201568,5.235722284,7,3.67,1.125,4.64,0.36,TOR,0.6,0.2613355317,0.3360294118,110.5536765,280,126,1,
2023-05-09,Grayson Rodriguez,5.5,88.90212766,-2.237184943,53.37576105,5.88202946,11.9,3.08,1.536,5.46,0.4,TB,0.806,0.27473426,0.3461818182,142.6414545,307,118,0,
2023-05-09,Framber Valdez,5.5,89.09561856,0.6827319588,54.60235825,6.191185567,9,4.5,1.156,2.6,0.66,LAA,0.556,0.2626427406,0.3354978355,106.7481962,289,120,1,
2023-05-09,Logan Webb,5.5,88.73663501,-1.278412483,53.68803256,5.092008141,9.6,6.86,1.111,3.8,0.58,WSN,,,,,,,1,
2023-05-09,Patrick Corbin,4.5,86.1650641,2.30349359,53.61600962,6.343605769,6.3,3,1.435,5.17,0.49,SF,0.441,0.2409012132,0.3191981496,104.8820355,350,115,0,
2023-05-09,Zach Eflin,4.5,86.88160377,-2.266084906,53.84275943,5.795849057,10,10.33,0.964,2.25,0.58,BAL,0.629,0.254222973,0.3330871492,108.3478582,298,140,0,
